customer_id,total_transactions,total_volume,total_revenue,avg_transaction_value,fraud_transactions,anomaly_transactions,signup_date,customer_segment,acquisition_channel,churn_flag,customer_age_days,cac,ltv
2381,13,2251.33,11.28,173.17923076923077,0,0,2026-01-04,Standard,Organic,False,159,0,11.28
2382,20,14838.0,74.17,741.9,1,0,2024-04-18,Premium,Facebook Ads,False,785,60,74.17
2383,11,1918.14,9.59,174.37636363636364,0,0,2025-09-22,Standard,Referral,True,263,20,9.59
2384,25,4176.32,20.88,167.0528,1,0,2025-10-02,Standard,Organic,False,253,0,20.88
2385,16,2307.7,11.54,144.23125,1,0,2024-11-30,Standard,Google Ads,False,559,80,11.54
2386,20,6832.01,34.15,341.6005,1,0,2025-03-17,Standard,Organic,False,452,0,34.15
2387,23,3683.78,18.42,160.16434782608695,1,0,2025-06-26,Standard,Organic,False,351,0,18.42
2388,20,2749.47,13.76,137.4735,0,0,2025-05-25,Standard,Facebook Ads,False,383,60,13.76
2389,25,16892.15,84.47,675.686,0,0,2025-06-12,Premium,LinkedIn,False,365,120,84.47
2390,19,13083.84,65.39,688.6231578947369,0,0,2025-11-22,Premium,Google Ads,False,202,80,65.39
2391,17,2816.72,14.09,165.68941176470588,1,0,2026-06-02,Standard,Google Ads,False,10,80,14.09
2392,29,8809.86,44.059999999999995,303.788275862069,2,0,2023-09-05,Standard,Facebook Ads,False,1011,60,44.059999999999995
2393,21,3448.81,17.24,164.2290476190476,1,0,2026-05-03,Standard,LinkedIn,False,40,120,17.24
2394,15,2573.31,12.86,171.554,0,0,2025-05-29,Standard,Referral,True,379,20,12.86
2395,21,2526.42,12.620000000000001,120.30571428571429,0,0,2023-07-07,Standard,Facebook Ads,True,1071,60,12.620000000000001
2396,18,14272.09,71.36,792.8938888888889,0,0,2026-03-04,Premium,Facebook Ads,False,100,60,71.36
2397,13,11325.62,56.63,871.2015384615386,2,0,2025-03-04,Premium,Organic,False,465,0,56.63
2398,22,3474.35,17.38,157.92499999999998,0,0,2024-05-16,Standard,Organic,True,757,0,17.38
2399,26,4008.86,20.06,154.18692307692308,0,0,2025-08-21,Standard,Referral,False,295,20,20.06
2400,27,8330.94,41.66,308.55333333333334,0,0,2024-07-02,Standard,Facebook Ads,False,710,60,41.66
2401,10,4329.47,21.66,432.947,0,0,2025-07-25,Standard,Organic,False,322,0,21.66
2402,32,20768.559999999998,103.86,649.0174999999999,0,1,2023-11-01,Standard,Referral,False,954,20,103.86
2403,14,4042.18,20.21,288.72714285714284,0,0,2025-06-27,Standard,Google Ads,False,350,80,20.21
2404,24,16395.61,81.98,683.1504166666667,1,0,2025-02-26,Premium,Google Ads,False,471,80,81.98
2405,21,2712.51,13.58,129.16714285714286,0,0,2025-03-12,Standard,LinkedIn,False,457,120,13.58
2406,27,4337.62,21.69,160.65259259259258,0,0,2023-11-13,Standard,Facebook Ads,False,942,60,21.69
2407,17,2835.0,14.17,166.76470588235293,0,0,2024-12-22,Standard,LinkedIn,False,537,120,14.17
2408,17,4624.8,23.12,272.0470588235294,0,0,2025-04-20,Standard,Referral,True,418,20,23.12
2409,14,2583.46,12.92,184.53285714285715,0,0,2024-12-07,Standard,Google Ads,False,552,80,12.92
2410,25,4505.360000000001,22.52,180.2144,0,0,2024-09-18,Standard,Referral,False,632,20,22.52
2411,16,7605.48,38.010000000000005,475.3425,0,0,2023-10-15,Standard,Referral,False,971,20,38.010000000000005
2412,25,3697.9,18.48,147.916,0,0,2025-02-24,Standard,Google Ads,False,473,80,18.48
2413,17,2554.42,12.77,150.26,0,0,2026-01-12,Standard,Google Ads,False,151,80,12.77
2414,27,4428.89,22.14,164.03296296296298,0,0,2025-11-27,Standard,Google Ads,False,197,80,22.14
2415,27,4848.23,24.23,179.56407407407406,1,0,2023-09-18,Standard,Google Ads,False,998,80,24.23
2416,23,19985.68,99.94,868.9426086956522,0,0,2024-10-27,Premium,Google Ads,False,593,80,99.94
2417,20,20006.86,100.02,1000.3430000000001,0,1,2025-08-23,Standard,Referral,False,293,20,100.02
2418,13,1974.01,9.870000000000001,151.84692307692308,0,0,2024-07-18,Standard,Referral,False,694,20,9.870000000000001
2419,18,11286.79,56.43,627.0438888888889,0,0,2025-02-18,Premium,Referral,False,479,20,56.43
2420,21,3063.87,15.32,145.89857142857142,0,0,2024-11-21,Standard,Organic,False,568,0,15.32
2421,28,25550.36,127.74,912.5128571428571,1,0,2025-02-14,Premium,Google Ads,False,483,80,127.74
2422,19,8186.29,40.93,430.8573684210526,0,0,2024-11-07,Standard,Google Ads,False,582,80,40.93
2423,26,4038.0,20.21,155.30769230769232,1,0,2024-02-13,Standard,Referral,False,850,20,20.21
2424,22,3400.4700000000003,17.0,154.5668181818182,0,0,2026-01-04,Standard,LinkedIn,False,159,120,17.0
2425,18,16279.13,81.42,904.396111111111,0,0,2026-02-09,Premium,Referral,False,123,20,81.42
2426,25,4106.3,20.51,164.252,0,0,2023-08-11,Standard,LinkedIn,False,1036,120,20.51
2427,14,12485.07,62.410000000000004,891.7907142857142,1,0,2025-07-05,Premium,Organic,False,342,0,62.410000000000004
2428,18,9940.28,49.7,552.2377777777779,1,0,2024-03-11,Standard,LinkedIn,False,823,120,49.7
2429,14,2274.7799999999997,11.370000000000001,162.4842857142857,0,0,2026-03-25,Standard,Referral,False,79,20,11.370000000000001
2430,18,2655.0099999999998,13.26,147.50055555555554,1,0,2024-03-11,Standard,Google Ads,False,823,80,13.26
2431,16,2261.93,11.3,141.370625,1,0,2025-06-18,Standard,Google Ads,False,359,80,11.3
2432,16,1896.98,9.49,118.56125,1,0,2024-08-08,Standard,Organic,False,673,0,9.49
2433,20,17718.15,88.6,885.9075,0,0,2025-12-30,Premium,Referral,False,164,20,88.6
2434,22,22641.04,113.21,1029.138181818182,1,1,2024-11-27,Standard,Referral,False,562,20,113.21
2435,20,10646.35,53.25000000000001,532.3175,1,0,2024-04-24,Standard,Referral,False,779,20,53.25000000000001
2436,23,3475.15,17.35,151.09347826086957,0,0,2025-03-12,Standard,Referral,False,457,20,17.35
2437,22,118571.21,592.85,5389.600454545455,2,2,2024-11-17,Business,Facebook Ads,False,572,60,592.85
2438,14,2480.17,12.39,177.155,0,0,2024-11-18,Standard,LinkedIn,False,571,120,12.39
2439,26,4323.7,21.62,166.29615384615383,0,0,2026-02-24,Standard,Organic,True,108,0,21.62
2440,32,14792.019999999999,73.95,462.25062499999996,0,1,2023-08-30,Standard,Referral,False,1017,20,73.95
2441,15,2196.21,10.99,146.41400000000002,0,0,2025-07-31,Standard,Google Ads,False,316,80,10.99
2442,12,1812.1499999999999,9.07,151.0125,0,0,2024-08-18,Standard,LinkedIn,False,663,120,9.07
2443,18,4271.41,21.34,237.30055555555555,0,0,2025-11-09,Standard,Organic,False,215,0,21.34
2444,21,3651.2799999999997,18.25,173.87047619047618,0,0,2026-02-07,Standard,Organic,False,125,0,18.25
2445,24,18693.829999999998,93.45,778.9095833333332,1,0,2025-06-26,Premium,Referral,False,351,20,93.45
2446,15,2344.58,11.72,156.30533333333332,0,0,2025-03-23,Standard,Organic,False,446,0,11.72
2447,22,5145.66,25.74,233.89363636363635,0,0,2024-08-28,Standard,Google Ads,False,653,80,25.74
2448,19,2434.77,12.18,128.1457894736842,0,0,2023-12-08,Standard,Google Ads,True,917,80,12.18
2449,20,17896.69,89.48,894.8344999999999,1,0,2024-10-29,Premium,Referral,False,591,20,89.48
2450,23,2763.34,13.82,120.14521739130436,0,0,2025-03-08,Standard,LinkedIn,False,461,120,13.82
2451,25,257933.32,1289.7,10317.3328,0,3,2024-05-23,Business,LinkedIn,False,750,120,1289.7
2452,14,11346.050000000001,56.72,810.4321428571429,2,0,2025-11-02,Premium,Referral,False,222,20,56.72
2453,13,5131.2,25.659999999999997,394.7076923076923,0,0,2025-08-29,Standard,Facebook Ads,False,287,60,25.659999999999997
2454,32,20361.57,101.83,636.2990625,2,1,2023-08-31,Standard,Google Ads,False,1016,80,101.83
2455,20,17092.71,85.48,854.6355,0,0,2023-06-17,Premium,Organic,False,1091,0,85.48
2456,20,2429.48,12.14,121.474,0,0,2023-06-17,Standard,Organic,False,1091,0,12.14
2457,18,11975.08,59.879999999999995,665.2822222222222,1,1,2023-08-25,Standard,Organic,False,1022,0,59.879999999999995
2458,19,38640.47,193.22,2033.7089473684211,0,1,2024-12-17,Premium,Organic,False,542,0,193.22
2459,14,2029.71,10.13,144.9792857142857,0,0,2026-03-20,Standard,Facebook Ads,False,84,60,10.13
2460,22,3606.9700000000003,18.05,163.95318181818183,1,0,2024-01-24,Standard,Referral,False,870,20,18.05
2461,18,71174.98,355.87,3954.1655555555553,1,1,2025-02-14,Premium,LinkedIn,False,483,120,355.87
2462,16,21991.74,109.92999999999999,1374.48375,0,0,2023-10-12,Premium,Google Ads,False,974,80,109.92999999999999
2463,28,5914.56,29.56,211.23428571428573,0,0,2025-07-30,Standard,Google Ads,False,317,80,29.56
2464,14,1887.77,9.43,134.84071428571428,0,0,2024-06-03,Standard,LinkedIn,True,739,120,9.43
2465,18,15863.07,79.32,881.2816666666666,0,0,2025-10-10,Premium,Google Ads,False,245,80,79.32
2466,19,2529.9,12.67,133.15263157894736,0,0,2026-03-02,Standard,Organic,False,102,0,12.67
2467,17,2459.7599999999998,12.290000000000001,144.69176470588235,0,0,2026-01-05,Standard,Facebook Ads,True,158,60,12.290000000000001
2468,16,1867.59,9.34,116.724375,0,0,2024-07-12,Standard,LinkedIn,False,700,120,9.34
2469,13,1805.12,9.01,138.8553846153846,1,0,2024-08-05,Standard,Google Ads,False,676,80,9.01
2470,21,2709.23,13.56,129.01095238095238,2,0,2024-09-25,Standard,Referral,False,625,20,13.56
2471,26,22033.22,110.18,847.4315384615385,2,0,2025-01-19,Premium,Organic,False,509,0,110.18
2472,23,4325.76,21.64,188.07652173913044,0,0,2024-07-31,Standard,Organic,False,681,0,21.64
2473,18,13406.84,67.03,744.8244444444445,0,0,2026-01-04,Premium,Facebook Ads,False,159,60,67.03
2474,25,40352.89,201.75,1614.1156,1,1,2026-03-18,Premium,Google Ads,True,86,80,201.75
2475,18,2946.71,14.72,163.7061111111111,0,0,2026-04-07,Standard,Organic,False,66,0,14.72
2476,27,12990.970000000001,64.97999999999999,481.1470370370371,0,1,2024-07-17,Standard,Referral,False,695,20,64.97999999999999
2477,17,2769.71,13.86,162.92411764705884,0,0,2024-03-23,Standard,Organic,False,811,0,13.86
2478,24,266982.13,1334.91,11124.255416666667,0,6,2024-04-15,Business,Referral,False,788,20,1334.91
2479,25,22029.69,110.14999999999999,881.1876,0,1,2025-05-11,Standard,Google Ads,True,397,80,110.14999999999999
2480,16,2461.0,12.32,153.8125,0,0,2024-10-30,Standard,Facebook Ads,False,590,60,12.32
2481,14,1563.07,7.8,111.64785714285713,0,0,2025-08-25,Standard,Organic,False,291,0,7.8
2482,21,3327.81,16.669999999999998,158.46714285714285,0,0,2023-08-13,Standard,Facebook Ads,False,1034,60,16.669999999999998
2483,24,4107.95,20.53,171.16458333333333,0,0,2025-07-31,Standard,Organic,False,316,0,20.53
2484,26,4452.93,22.27,171.26653846153846,1,0,2024-06-29,Standard,Google Ads,False,713,80,22.27
2485,22,29008.620000000003,145.02,1318.5736363636365,0,2,2025-06-08,Standard,Google Ads,False,369,80,145.02
2486,17,462909.76999999996,2314.56,27229.986470588232,0,2,2024-12-21,Business,Google Ads,False,538,80,2314.56
2487,22,3378.78,16.92,153.5809090909091,0,0,2026-02-16,Standard,Facebook Ads,True,116,60,16.92
2488,17,2786.92,13.92,163.9364705882353,0,0,2023-08-18,Standard,Google Ads,False,1029,80,13.92
2489,29,4002.49,20.01,138.01689655172413,1,0,2023-12-16,Standard,Organic,False,909,0,20.01
2490,20,17618.48,88.08000000000001,880.924,0,1,2025-12-20,Standard,Organic,False,174,0,88.08000000000001
2491,26,3582.9,17.9,137.80384615384617,0,0,2025-07-23,Standard,LinkedIn,False,324,120,17.9
2492,26,19276.27,96.37,741.395,0,0,2025-10-24,Premium,Facebook Ads,False,231,60,96.37
2493,19,15422.23,77.09,811.6963157894737,0,0,2026-01-25,Premium,Facebook Ads,False,138,60,77.09
2494,19,3538.16,17.7,186.21894736842106,0,0,2024-03-11,Standard,LinkedIn,False,823,120,17.7
2495,19,2904.23,14.520000000000001,152.8542105263158,0,0,2026-04-22,Standard,Referral,False,51,20,14.520000000000001
2496,20,3043.51,15.21,152.1755,1,0,2023-07-01,Standard,Referral,False,1077,20,15.21
2497,15,3174.09,15.870000000000001,211.60600000000002,0,0,2025-09-02,Standard,Google Ads,False,283,80,15.870000000000001
2498,19,5690.75,28.45,299.5131578947368,0,0,2025-07-25,Standard,Google Ads,False,322,80,28.45
2499,27,3773.9,18.87,139.77407407407406,0,0,2025-01-20,Standard,Google Ads,False,508,80,18.87
2500,21,3630.04,18.17,172.85904761904763,0,0,2025-07-13,Standard,Google Ads,False,334,80,18.17
2501,15,2410.81,12.05,160.72066666666666,0,0,2026-05-22,Standard,LinkedIn,True,21,120,12.05
2502,15,2243.4700000000003,11.22,149.56466666666668,0,0,2026-03-26,Standard,Google Ads,False,78,80,11.22
2503,20,3201.57,16.009999999999998,160.07850000000002,0,0,2026-02-21,Standard,Google Ads,False,111,80,16.009999999999998
2504,14,11913.82,59.56,850.9871428571429,0,0,2025-09-01,Premium,Organic,True,284,0,59.56
2505,15,14898.65,74.49,993.2433333333333,1,1,2023-11-23,Standard,Organic,False,932,0,74.49
2506,18,67778.45999999999,338.9,3765.4699999999993,1,1,2025-11-25,Premium,Referral,False,199,20,338.9
2507,14,2425.84,12.129999999999999,173.27428571428572,0,0,2024-01-23,Standard,Referral,False,871,20,12.129999999999999
2508,21,3663.16,18.29,174.43619047619046,0,0,2025-06-18,Standard,LinkedIn,False,359,120,18.29
2509,26,3967.33,19.86,152.58961538461537,0,0,2025-12-01,Standard,Google Ads,False,193,80,19.86
2510,15,2383.05,11.92,158.87,0,0,2024-02-09,Standard,Referral,False,854,20,11.92
2511,16,3100.35,15.5,193.771875,1,0,2025-04-29,Standard,Referral,False,409,20,15.5
2512,18,2958.4900000000002,14.77,164.36055555555558,0,0,2024-12-04,Standard,Referral,False,555,20,14.77
2513,15,2740.4900000000002,13.7,182.69933333333336,0,0,2025-01-08,Standard,Referral,False,520,20,13.7
2514,21,3065.17,15.31,145.9604761904762,1,0,2025-12-10,Standard,LinkedIn,False,184,120,15.31
2515,17,2577.6,12.87,151.6235294117647,0,0,2025-09-07,Standard,Organic,False,278,0,12.87
2516,16,76232.13,381.15,4764.508125,1,2,2024-11-26,Business,Google Ads,False,563,80,381.15
2517,17,15215.630000000001,76.06,895.0370588235295,0,1,2026-02-15,Standard,Google Ads,False,117,80,76.06
2518,24,3936.75,19.71,164.03125,2,0,2025-02-06,Standard,Google Ads,False,491,80,19.71
2519,21,4006.52,20.02,190.78666666666666,0,0,2026-04-29,Standard,Organic,False,44,0,20.02
2520,14,2587.51,12.94,184.82214285714286,0,0,2024-12-24,Standard,Organic,False,535,0,12.94
2521,23,18801.489999999998,94.0,817.4560869565216,0,0,2025-04-13,Premium,Facebook Ads,False,425,60,94.0
2522,25,3863.04,19.32,154.5216,0,0,2024-03-25,Standard,Google Ads,False,809,80,19.32
2523,15,7646.01,38.230000000000004,509.73400000000004,1,0,2025-04-04,Premium,Google Ads,False,434,80,38.230000000000004
2524,16,2453.89,12.280000000000001,153.368125,0,0,2023-06-30,Standard,Facebook Ads,False,1078,60,12.280000000000001
2525,19,2680.97,13.39,141.1036842105263,1,0,2023-07-01,Standard,LinkedIn,True,1077,120,13.39
2526,25,4465.44,22.34,178.61759999999998,0,0,2025-03-18,Standard,Organic,False,451,0,22.34
2527,19,2816.97,14.07,148.2615789473684,0,0,2026-02-25,Standard,Google Ads,False,107,80,14.07
2528,15,10684.49,53.41,712.2993333333333,1,0,2025-08-04,Premium,Facebook Ads,False,312,60,53.41
2529,18,2949.55,14.76,163.8638888888889,0,0,2026-03-16,Standard,Organic,False,88,0,14.76
2530,21,5858.1,29.27,278.95714285714286,2,0,2026-04-29,Standard,Google Ads,False,44,80,29.27
2531,23,57014.11,285.08,2478.874347826087,0,1,2025-03-16,Premium,Google Ads,False,453,80,285.08
2532,15,2585.81,12.93,172.38733333333332,0,0,2024-08-24,Standard,LinkedIn,True,657,120,12.93
2533,18,2324.37,11.63,129.13166666666666,1,0,2023-11-19,Standard,Google Ads,False,936,80,11.63
2534,22,3272.43,16.35,148.74681818181818,0,0,2026-05-17,Standard,Referral,False,26,20,16.35
2535,20,2823.36,14.14,141.168,0,0,2025-01-24,Standard,Google Ads,False,504,80,14.14
2536,25,4197.7,21.0,167.908,0,0,2026-02-23,Standard,Google Ads,False,109,80,21.0
2537,16,105079.15000000001,525.4100000000001,6567.446875000001,0,1,2026-04-06,Premium,Organic,False,67,0,525.4100000000001
2538,17,2702.63,13.52,158.97823529411767,1,0,2026-05-26,Standard,Referral,True,17,20,13.52
2539,13,12679.04,63.39,975.3107692307693,0,0,2023-07-26,Premium,Facebook Ads,False,1052,60,63.39
2540,25,3930.35,19.65,157.214,0,0,2023-08-31,Standard,Referral,False,1016,20,19.65
2541,18,63711.41,318.55000000000007,3539.522777777778,1,1,2026-01-19,Premium,Referral,False,144,20,318.55000000000007
2542,19,118858.67,594.27,6255.71947368421,1,4,2025-07-16,Business,Referral,False,331,20,594.27
2543,16,2723.38,13.62,170.21125,0,0,2024-12-03,Standard,Organic,False,556,0,13.62
2544,14,11310.18,56.56,807.87,0,0,2023-10-18,Premium,Organic,False,968,0,56.56
2545,25,3982.8,19.91,159.312,0,0,2024-01-26,Standard,Referral,False,868,20,19.91
2546,13,2094.4,10.459999999999999,161.1076923076923,0,0,2024-08-08,Standard,LinkedIn,False,673,120,10.459999999999999
2547,25,4209.13,21.04,168.36520000000002,0,0,2025-04-19,Standard,LinkedIn,False,419,120,21.04
2548,15,90989.05,454.95,6065.9366666666665,0,3,2025-01-16,Business,Facebook Ads,False,512,60,454.95
2549,31,19876.04,99.36,641.1625806451614,0,1,2024-07-17,Standard,Referral,False,695,20,99.36
2550,22,2847.48,14.25,129.4309090909091,0,0,2023-11-22,Standard,Organic,False,933,0,14.25
2551,18,2896.31,14.48,160.9061111111111,1,0,2025-02-14,Standard,Google Ads,True,483,80,14.48
2552,16,2900.91,14.5,181.306875,0,0,2023-09-25,Standard,Referral,True,991,20,14.5
2553,22,3176.2,15.91,144.37272727272727,0,0,2024-09-27,Standard,Facebook Ads,False,623,60,15.91
2554,15,2386.7799999999997,11.95,159.11866666666666,0,0,2025-01-20,Standard,Facebook Ads,False,508,60,11.95
2555,19,3150.6,15.75,165.82105263157894,0,0,2023-10-14,Standard,Google Ads,False,972,80,15.75
2556,26,21701.13,108.5,834.6588461538462,3,0,2025-05-02,Premium,Referral,False,406,20,108.5
2557,23,4170.33,20.87,181.31869565217391,1,0,2026-05-20,Standard,Facebook Ads,False,23,60,20.87
2558,20,117505.16,587.51,5875.258,0,2,2024-06-02,Business,Referral,False,740,20,587.51
2559,19,2534.67,12.68,133.4036842105263,0,0,2024-07-30,Standard,Google Ads,False,682,80,12.68
2560,12,1446.05,7.22,120.50416666666666,2,0,2025-07-23,Standard,Google Ads,False,324,80,7.22
2561,17,82537.14,412.69,4855.1258823529415,0,0,2024-04-26,Business,Referral,False,777,20,412.69
2562,16,2440.37,12.2,152.523125,0,0,2023-08-27,Standard,Organic,False,1020,0,12.2
2563,17,2716.19,13.58,159.77588235294118,0,0,2024-10-15,Standard,Google Ads,True,605,80,13.58
2564,24,40528.77,202.63,1688.6987499999998,1,1,2024-11-21,Premium,LinkedIn,False,568,120,202.63
2565,20,3011.13,15.059999999999999,150.5565,2,0,2026-04-16,Standard,Referral,False,57,20,15.059999999999999
2566,19,2749.41,13.75,144.7057894736842,0,0,2024-09-13,Standard,Google Ads,False,637,80,13.75
2567,19,2820.67,14.11,148.45631578947368,0,0,2025-08-03,Standard,Facebook Ads,False,313,60,14.11
2568,22,8701.04,43.51,395.50181818181824,0,0,2024-08-14,Standard,LinkedIn,False,667,120,43.51
2569,24,4194.51,20.97,174.77125,0,0,2023-12-28,Standard,Google Ads,False,897,80,20.97
2570,21,3118.69,15.629999999999999,148.50904761904764,1,0,2023-12-29,Standard,Organic,False,896,0,15.629999999999999
2571,19,10567.97,52.84,556.208947368421,0,0,2024-09-10,Standard,Organic,False,640,0,52.84
2572,20,2676.42,13.370000000000001,133.821,1,0,2024-12-14,Standard,Referral,False,545,20,13.370000000000001
2573,19,15496.14,77.47,815.5863157894737,0,0,2025-07-08,Premium,Referral,False,339,20,77.47
2574,19,15949.05,79.74,839.4236842105263,0,0,2024-07-06,Premium,Organic,False,706,0,79.74
2575,25,3798.59,18.990000000000002,151.9436,1,0,2024-06-21,Standard,Organic,False,721,0,18.990000000000002
2576,22,3473.41,17.4,157.88227272727272,1,0,2024-05-16,Standard,Organic,False,757,0,17.4
2577,25,3631.9,18.17,145.276,0,0,2023-07-01,Standard,Referral,False,1077,20,18.17
2578,19,3353.81,16.77,176.51631578947368,0,0,2024-04-21,Standard,Organic,False,782,0,16.77
2579,27,4103.68,20.5,151.98814814814816,0,0,2024-09-09,Standard,Google Ads,True,641,80,20.5
2580,16,2713.23,13.57,169.576875,0,0,2023-06-15,Standard,Facebook Ads,False,1093,60,13.57
2581,21,2710.39,13.52,129.06619047619046,0,0,2025-12-02,Standard,Google Ads,False,192,80,13.52
2582,24,24130.25,120.64,1005.4270833333334,0,0,2024-05-14,Premium,Referral,False,759,20,120.64
2583,15,2415.91,12.09,161.06066666666666,1,0,2025-11-27,Standard,Referral,False,197,20,12.09
2584,19,54023.49,270.12,2843.3415789473684,0,1,2023-09-01,Premium,Organic,False,1015,0,270.12
2585,22,804032.97,4020.16,36546.95318181818,0,4,2025-04-03,Business,Referral,False,435,20,4020.16
2586,21,42902.9,214.50000000000003,2042.9952380952382,2,1,2025-07-18,Premium,Google Ads,False,329,80,214.50000000000003
2587,13,8086.51,40.42,622.0392307692308,0,0,2025-12-04,Premium,Referral,False,190,20,40.42
2588,14,2292.45,11.469999999999999,163.74642857142857,0,0,2023-10-31,Standard,LinkedIn,False,955,120,11.469999999999999
2589,23,18375.34,91.87,798.9278260869565,0,0,2024-11-03,Premium,LinkedIn,False,586,120,91.87
2590,27,4247.0,21.25,157.2962962962963,1,0,2024-10-26,Standard,Organic,False,594,0,21.25
2591,20,27894.61,139.47,1394.7305000000001,0,2,2023-08-10,Standard,Facebook Ads,False,1037,60,139.47
2592,21,3154.69,15.78,150.22333333333333,1,0,2023-11-11,Standard,LinkedIn,False,944,120,15.78
2593,14,2347.7,11.73,167.69285714285712,0,0,2024-04-16,Standard,Referral,False,787,20,11.73
2594,24,20976.920000000002,104.89,874.0383333333334,1,0,2025-08-11,Premium,Organic,False,305,0,104.89
2595,28,3866.2200000000003,19.32,138.07928571428573,0,0,2024-05-28,Standard,LinkedIn,False,745,120,19.32
2596,28,4301.11,21.5,153.61107142857142,1,0,2024-10-22,Standard,Facebook Ads,False,598,60,21.5
2597,18,25780.84,128.91,1432.2688888888888,1,1,2025-12-15,Premium,Organic,False,179,0,128.91
2598,23,4282.26,21.39,186.18521739130435,0,0,2025-06-14,Standard,LinkedIn,True,363,120,21.39
2599,19,3000.0,15.0,157.89473684210526,0,0,2024-06-26,Standard,Organic,False,716,0,15.0
2600,26,4138.79,20.71,159.18423076923077,0,0,2025-05-17,Standard,Organic,True,391,0,20.71
2601,25,3759.16,18.79,150.3664,0,0,2025-03-25,Standard,Organic,False,444,0,18.79
2602,21,3122.35,15.61,148.68333333333334,0,0,2025-06-16,Standard,Organic,False,361,0,15.61
2603,17,2132.77,10.67,125.45705882352941,0,0,2024-07-02,Standard,Organic,False,710,0,10.67
2604,26,4028.4,20.16,154.93846153846155,1,0,2023-08-22,Standard,Facebook Ads,False,1025,60,20.16
2605,19,13886.1,69.42,730.8473684210527,0,0,2023-09-12,Premium,Organic,True,1004,0,69.42
2606,19,86995.31999999999,434.98,4578.701052631579,0,0,2024-08-16,Business,Referral,False,665,20,434.98
2607,26,3594.36,17.97,138.2446153846154,1,0,2024-09-21,Standard,Google Ads,False,629,80,17.97
2608,19,17925.23,89.63,943.4331578947368,0,0,2023-08-26,Premium,Google Ads,False,1021,80,89.63
2609,24,133155.06,665.79,5548.1275,0,3,2024-05-08,Business,Facebook Ads,True,765,60,665.79
2610,24,3611.31,18.05,150.47125,0,0,2025-01-14,Standard,Referral,False,514,20,18.05
2611,14,1970.29,9.86,140.73499999999999,0,0,2023-12-14,Standard,Facebook Ads,True,911,60,9.86
2612,15,80021.33,400.11,5334.7553333333335,2,0,2023-09-05,Business,Google Ads,False,1011,80,400.11
2613,23,76512.95,382.56,3326.65,0,1,2023-10-31,Premium,Google Ads,False,955,80,382.56
2614,16,5067.86,25.34,316.74125,1,0,2023-09-02,Standard,Organic,False,1014,0,25.34
2615,20,3893.04,19.45,194.652,1,0,2025-11-06,Standard,Google Ads,False,218,80,19.45
2616,20,3239.51,16.21,161.9755,0,0,2023-06-20,Standard,Organic,True,1088,0,16.21
2617,22,3079.27,15.41,139.96681818181818,1,0,2023-09-28,Standard,Organic,False,988,0,15.41
2618,11,9188.85,45.96,835.35,0,0,2025-01-30,Premium,Referral,False,498,20,45.96
2619,12,1658.06,8.3,138.17166666666665,0,0,2024-02-13,Standard,LinkedIn,False,850,120,8.3
2620,19,3310.77,16.57,174.25105263157894,0,0,2024-03-17,Standard,Referral,False,817,20,16.57
2621,21,3524.32,17.62,167.8247619047619,0,0,2024-02-20,Standard,Facebook Ads,False,843,60,17.62
2622,23,18661.43,93.33,811.3665217391305,1,0,2023-08-28,Premium,Organic,True,1019,0,93.33
2623,29,28894.65,144.47,996.3672413793104,0,0,2025-05-14,Premium,Referral,False,394,20,144.47
2624,27,23235.7,116.17,860.5814814814815,0,0,2025-11-28,Premium,Facebook Ads,False,196,60,116.17
2625,27,4209.18,21.05,155.89555555555557,0,0,2025-11-11,Standard,Referral,False,213,20,21.05
2626,16,1831.43,9.16,114.464375,0,0,2023-09-25,Standard,Organic,False,991,0,9.16
2627,15,1729.41,8.63,115.29400000000001,0,0,2024-08-31,Standard,Organic,False,650,0,8.63
2628,19,2185.43,10.91,115.02263157894735,0,0,2024-06-13,Standard,Organic,False,729,0,10.91
2629,23,3385.94,16.94,147.21478260869566,1,0,2023-12-13,Standard,LinkedIn,False,912,120,16.94
2630,23,3811.4900000000002,19.05,165.71695652173915,0,0,2024-01-20,Standard,Organic,False,874,0,19.05
2631,19,2580.1,12.91,135.79473684210527,0,0,2025-11-16,Standard,Referral,False,208,20,12.91
2632,21,3220.25,16.1,153.3452380952381,0,0,2025-08-11,Standard,Organic,False,305,0,16.1
2633,17,2952.96,14.76,173.70352941176472,0,0,2025-11-18,Standard,Organic,False,206,0,14.76
2634,17,2544.9,12.74,149.70000000000002,2,0,2023-12-02,Standard,Organic,False,923,0,12.74
2635,23,3389.52,16.95,147.3704347826087,0,0,2024-09-22,Standard,Organic,True,628,0,16.95
2636,15,1910.48,9.54,127.36533333333334,0,0,2024-03-13,Standard,Organic,True,821,0,9.54
2637,22,3652.05,18.24,166.00227272727273,2,0,2025-10-30,Standard,Referral,False,225,20,18.24
2638,14,11266.56,56.32,804.7542857142856,0,0,2024-11-03,Premium,Google Ads,False,586,80,56.32
2639,23,36449.34,182.26000000000002,1584.7539130434782,1,1,2026-05-28,Premium,LinkedIn,False,15,120,182.26000000000002
2640,21,8487.98,42.45,404.1895238095238,1,0,2025-08-09,Standard,Google Ads,False,307,80,42.45
2641,17,6640.93,33.19,390.64294117647063,1,0,2026-01-14,Standard,Organic,False,149,0,33.19
2642,20,3224.75,16.12,161.2375,0,0,2024-12-08,Standard,Organic,False,551,0,16.12
